Name,Sex,NOC,Year,Season,City,Sport,Event,Medal
Tomislav Franjkovi,M,YUG,1956,Summer,Melbourne,Water Polo,Water Polo Men's Water Polo,Silver
Antje Frank,F,GER,1992,Summer,Barcelona,Rowing,Rowing Women's Coxless Fours,Bronze
"Daniel ""Dan"" Frank",M,USA,1904,Summer,St. Louis,Athletics,Athletics Men's Long Jump,Silver
Gert Frank,M,DEN,1976,Summer,Montreal,Cycling,Cycling Men's 100 kilometres Team Time Trial,Bronze
Jacqueline Frank (-DeLuca),F,USA,2004,Summer,Athina,Water Polo,Water Polo Women's Water Polo,Bronze
Tanja Chiara Frank,F,AUT,2016,Summer,Rio de Janeiro,Sailing,Sailing Mixed Multihull,Bronze
Tobias Frank,M,FRG,1984,Summer,Los Angeles,Hockey,Hockey Men's Hockey,Silver
Tobias Frank,M,FRG,1988,Summer,Seoul,Hockey,Hockey Men's Hockey,Silver
William Gottlieb (Wilhelm-) Frank,M,USA,1906,Summer,Athina,Athletics,Athletics Men's Marathon,Bronze
Egon Johann Franke,M,POL,1964,Summer,Tokyo,Fencing,"Fencing Men's Foil, Individual",Gold
Egon Johann Franke,M,POL,1964,Summer,Tokyo,Fencing,"Fencing Men's Foil, Team",Silver
Egon Johann Franke,M,POL,1968,Summer,Mexico City,Fencing,"Fencing Men's Foil, Team",Bronze
Bernard Wallis Franklin,M,GBR,1912,Summer,Stockholm,Gymnastics,Gymnastics Men's Team All-Around,Bronze
"Melissa Jeanette ""Missy"" Franklin",F,USA,2012,Summer,London,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
"Melissa Jeanette ""Missy"" Franklin",F,USA,2012,Summer,London,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
"Melissa Jeanette ""Missy"" Franklin",F,USA,2012,Summer,London,Swimming,Swimming Women's 100 metres Backstroke,Gold
"Melissa Jeanette ""Missy"" Franklin",F,USA,2012,Summer,London,Swimming,Swimming Women's 200 metres Backstroke,Gold
"Melissa Jeanette ""Missy"" Franklin",F,USA,2012,Summer,London,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
"Melissa Jeanette ""Missy"" Franklin",F,USA,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
Ryan Ray Franklin,M,USA,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Gold
Jure Franko,M,YUG,1984,Winter,Sarajevo,Alpine Skiing,Alpine Skiing Men's Giant Slalom,Silver
Tihomir Frankovi,M,CRO,2000,Summer,Sydney,Rowing,Rowing Men's Coxed Eights,Bronze
Valner Frankovi,M,CRO,1996,Summer,Atlanta,Handball,Handball Men's Handball,Gold
"Harold ""Harry"" Franks",M,GBR,1920,Summer,Antwerpen,Boxing,Boxing Men's Light-Heavyweight,Bronze
Anna Jenny Eva Maria Fransson (Magnusson-),F,SWE,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Women's Light-Heavyweight, Freestyle",Bronze
Jrgen Nagel Frantzen,M,DEN,1952,Summer,Helsinki,Rowing,Rowing Men's Coxed Pairs,Bronze
Odd Bernhard Frantzen,M,NOR,1936,Summer,Berlin,Football,Football Men's Football,Bronze
Karl Gustav Mathias Franzn,M,SWE,2000,Summer,Sydney,Handball,Handball Men's Handball,Silver
Erwin Franzkowiak,M,GER,1928,Summer,Amsterdam,Hockey,Hockey Men's Hockey,Bronze
Damjan Fras,M,SLO,2002,Winter,Salt Lake City,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Bronze
Otto Frdorf,M,GER,1964,Summer,Tokyo,Football,Football Men's Football,Bronze
Dawn Lorraine Fraser,F,AUS,1956,Summer,Melbourne,Swimming,Swimming Women's 100 metres Freestyle,Gold
Dawn Lorraine Fraser,F,AUS,1956,Summer,Melbourne,Swimming,Swimming Women's 400 metres Freestyle,Silver
Dawn Lorraine Fraser,F,AUS,1956,Summer,Melbourne,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
Dawn Lorraine Fraser,F,AUS,1960,Summer,Roma,Swimming,Swimming Women's 100 metres Freestyle,Gold
Dawn Lorraine Fraser,F,AUS,1960,Summer,Roma,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
Dawn Lorraine Fraser,F,AUS,1960,Summer,Roma,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
Dawn Lorraine Fraser,F,AUS,1964,Summer,Tokyo,Swimming,Swimming Women's 100 metres Freestyle,Gold
Dawn Lorraine Fraser,F,AUS,1964,Summer,Tokyo,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
Elizabeth Fraser (-Walker),F,AUS,1956,Summer,Melbourne,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
Gretchen Claudia Fraser (Kunigk-),F,USA,1948,Winter,Sankt Moritz,Alpine Skiing,Alpine Skiing Women's Slalom,Gold
Gretchen Claudia Fraser (Kunigk-),F,USA,1948,Winter,Sankt Moritz,Alpine Skiing,Alpine Skiing Women's Combined,Silver
"Harold William ""Harry"" Fraser",M,USA,1904,Summer,St. Louis,Golf,Golf Men's Team,Bronze
Hew Thomson Fraser,M,GBR,1908,Summer,London,Hockey,Hockey Men's Hockey,Bronze
"John Alexander ""Jack"" Fraser",M,CAN,1904,Summer,St. Louis,Football,Football Men's Football,Gold
"Steven Howard ""Steve"" Fraser",M,USA,1984,Summer,Los Angeles,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Gold
"Susanna Barbara ""Sue"" Fraser",F,GBR,1992,Summer,Barcelona,Hockey,Hockey Women's Hockey,Bronze
"Suzannah ""Suzie"" Fraser",F,AUS,2008,Summer,Beijing,Water Polo,Water Polo Women's Water Polo,Bronze
Wendy Katrina Fraser,F,GBR,1992,Summer,Barcelona,Hockey,Hockey Women's Hockey,Bronze
Shelly-Ann Fraser-Pryce,F,JAM,2008,Summer,Beijing,Athletics,Athletics Women's 100 metres,Gold
Shelly-Ann Fraser-Pryce,F,JAM,2012,Summer,London,Athletics,Athletics Women's 100 metres,Gold
Shelly-Ann Fraser-Pryce,F,JAM,2012,Summer,London,Athletics,Athletics Women's 200 metres,Silver
Shelly-Ann Fraser-Pryce,F,JAM,2012,Summer,London,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
Shelly-Ann Fraser-Pryce,F,JAM,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres,Bronze
Shelly-Ann Fraser-Pryce,F,JAM,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
Adriano Frassinelli,M,ITA,1972,Winter,Sapporo,Bobsleigh,Bobsleigh Men's Four,Silver
Teresa Frassinetti,F,ITA,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Silver
Michael Audley Frater,M,JAM,2012,Summer,London,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
Linda Sue Fratianne,F,USA,1980,Winter,Lake Placid,Figure Skating,Figure Skating Women's Singles,Silver
Mircea Fric,M,ROU,1984,Summer,Los Angeles,Judo,Judo Men's Half-Middleweight,Bronze
Angela Frautschi,F,SUI,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
Maurice Eugne Fraysse,M,FRA,1900,Summer,Paris,Football,Football Men's Football,Silver
Merlene Frazer,F,JAM,2000,Summer,Sydney,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
Herman Ronald Frazier,M,USA,1976,Summer,Montreal,Athletics,Athletics Men's 400 metres,Bronze
Herman Ronald Frazier,M,USA,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
"Joseph ""Joe"" Frazier",M,USA,1964,Summer,Tokyo,Boxing,Boxing Men's Heavyweight,Gold
"Edwin Hartwell ""Ted"" Frazier",M,USA,1932,Winter,Lake Placid,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
"Frederick Charles Maitland ""Freddie"" Freake",M,GBR,1900,Summer,Paris,Polo,Polo Men's Polo,Silver
"Frederick Charles Maitland ""Freddie"" Freake",M,GBR,1908,Summer,London,Polo,Polo Men's Polo,Silver
Marcel Gaston Charles Frbourg,M,FRA,1906,Summer,Athina,Rowing,Rowing Men's Coxed Pairs (1 kilometres),Bronze
Marcel Gaston Charles Frbourg,M,FRA,1906,Summer,Athina,Rowing,Rowing Men's Coxed Fours,Silver
Sylvie Frchette (-Van Strydonck),F,CAN,1992,Summer,Barcelona,Synchronized Swimming,Synchronized Swimming Women's Solo,Gold
Sylvie Frchette (-Van Strydonck),F,CAN,1996,Summer,Atlanta,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
Niels Christian Fredborg,M,DEN,1968,Summer,Mexico City,Cycling,"Cycling Men's 1,000 metres Time Trial",Silver
Niels Christian Fredborg,M,DEN,1972,Summer,Munich,Cycling,"Cycling Men's 1,000 metres Time Trial",Gold
Niels Christian Fredborg,M,DEN,1976,Summer,Montreal,Cycling,"Cycling Men's 1,000 metres Time Trial",Bronze
"Francis Harland ""Frank"" Frederick",M,USA,1928,Summer,Amsterdam,Rowing,Rowing Men's Coxed Eights,Gold
Karl Telford Frederick,M,USA,1920,Summer,Antwerpen,Shooting,"Shooting Men's Military Pistol, Team",Gold
Karl Telford Frederick,M,USA,1920,Summer,Antwerpen,Shooting,"Shooting Men's Free Pistol, 50 metres",Gold
Karl Telford Frederick,M,USA,1920,Summer,Antwerpen,Shooting,"Shooting Men's Free Pistol, 50 metres, Team",Gold
Manuel Frederick,M,IND,1972,Summer,Munich,Hockey,Hockey Men's Hockey,Bronze
Clayton Fredericks,M,AUS,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
"Frank ""Frankie"" Fredericks",M,NAM,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,Silver
"Frank ""Frankie"" Fredericks",M,NAM,1992,Summer,Barcelona,Athletics,Athletics Men's 200 metres,Silver
"Frank ""Frankie"" Fredericks",M,NAM,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,Silver
"Frank ""Frankie"" Fredericks",M,NAM,1996,Summer,Atlanta,Athletics,Athletics Men's 200 metres,Silver
Lucinda Fredericks (Murray-),F,AUS,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
Christian Wig Frederiksen,M,DEN,1992,Summer,Barcelona,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Silver
Holger Frederiksen,M,DEN,1906,Summer,Athina,Football,Football Men's Football,Gold
L. Frediani,M,ITA,1906,Summer,Athina,Rowing,Rowing Men's 17-Man Naval Rowing Boats,Bronze
"Sigurdur Franklin ""Frank"" Fredrickson",M,CAN,1920,Summer,Antwerpen,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Carl Peder Fredricson,M,SWE,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
Carl Peder Fredricson,M,SWE,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Individual",Silver
Carl Yngvar Fredriksen,M,NOR,1906,Summer,Athina,Gymnastics,Gymnastics Men's Team All-Around,Gold
Erik Algot Fredriksson,M,SWE,1912,Summer,Stockholm,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Gold
Gert Fridolf Fredriksson,M,SWE,1948,Summer,London,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Gold
Gert Fridolf Fredriksson,M,SWE,1948,Summer,London,Canoeing,"Canoeing Men's Kayak Singles, 10,000 metres",Gold
Gert Fridolf Fredriksson,M,SWE,1952,Summer,Helsinki,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Gold
Gert Fridolf Fredriksson,M,SWE,1952,Summer,Helsinki,Canoeing,"Canoeing Men's Kayak Singles, 10,000 metres",Silver
Gert Fridolf Fredriksson,M,SWE,1956,Summer,Melbourne,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Gold
Gert Fridolf Fredriksson,M,SWE,1956,Summer,Melbourne,Canoeing,"Canoeing Men's Kayak Singles, 10,000 metres",Gold
Gert Fridolf Fredriksson,M,SWE,1960,Summer,Roma,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Bronze
Gert Fridolf Fredriksson,M,SWE,1960,Summer,Roma,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Gold
Johan Fredrik Mathias Fredriksson,M,SWE,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Bronze
Karl Daniel Thobias Fredriksson,M,SWE,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Men's Sprint,Bronze
Karl Daniel Thobias Fredriksson,M,SWE,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Men's Team Sprint,Gold
Duncan Seth Free,M,AUS,1996,Summer,Atlanta,Rowing,Rowing Men's Quadruple Sculls,Bronze
Duncan Seth Free,M,AUS,2008,Summer,Beijing,Rowing,Rowing Men's Coxless Pairs,Gold
Amanda Louise Freed,F,USA,2004,Summer,Athina,Softball,Softball Women's Softball,Gold
"Catherine Astrid Salome ""Cathy"" Freeman",F,AUS,1996,Summer,Atlanta,Athletics,Athletics Women's 400 metres,Silver
"Catherine Astrid Salome ""Cathy"" Freeman",F,AUS,2000,Summer,Sydney,Athletics,Athletics Women's 400 metres,Gold
Harry Scott Freeman,M,GBR,1908,Summer,London,Hockey,Hockey Men's Hockey,Gold
Kevin John Freeman,M,USA,1964,Summer,Tokyo,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
Kevin John Freeman,M,USA,1968,Summer,Mexico City,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
Kevin John Freeman,M,USA,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
Mavis Anne Freeman,F,USA,1936,Summer,Berlin,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
Michelle Freeman,F,JAM,1996,Summer,Atlanta,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
Muriel Bolton Freeman (Smalley-),F,GBR,1928,Summer,Amsterdam,Fencing,"Fencing Women's Foil, Individual",Silver
Noel Frederick Freeman,M,AUS,1960,Summer,Roma,Athletics,Athletics Men's 20 kilometres Walk,Silver
"Ronald John ""Ron"" Freeman, III",M,USA,1968,Summer,Mexico City,Athletics,Athletics Men's 400 metres,Bronze
"Ronald John ""Ron"" Freeman, III",M,USA,1968,Summer,Mexico City,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
Walter Freeman,M,GBR,1920,Summer,Antwerpen,Athletics,"Athletics Men's Cross-Country, Team",Silver
Carlo Fregosi,M,ITA,1912,Summer,Stockholm,Gymnastics,Gymnastics Men's Team All-Around,Gold
Carlo Fregosi,M,ITA,1920,Summer,Antwerpen,Gymnastics,Gymnastics Men's Team All-Around,Gold
Karl Frei,M,SUI,1948,Summer,London,Gymnastics,Gymnastics Men's Team All-Around,Silver
Karl Frei,M,SUI,1948,Summer,London,Gymnastics,Gymnastics Men's Rings,Gold
Tanya Frei (Zrcher-),F,SUI,2002,Winter,Salt Lake City,Curling,Curling Women's Curling,Silver
"Marcus Ross ""Marc"" Freiberger",M,USA,1952,Summer,Helsinki,Basketball,Basketball Men's Basketball,Gold
Rico Freiermuth,M,SUI,1984,Winter,Sarajevo,Bobsleigh,Bobsleigh Men's Four,Bronze
Stephan Timo Freigang,M,GER,1992,Summer,Barcelona,Athletics,Athletics Men's Marathon,Bronze
Carl-Friedrich Freiherr von Langen-Parow,M,GER,1928,Summer,Amsterdam,Equestrianism,"Equestrianism Men's Dressage, Individual",Gold
Carl-Friedrich Freiherr von Langen-Parow,M,GER,1928,Summer,Amsterdam,Equestrianism,"Equestrianism Men's Dressage, Team",Gold
Karl Gustav Herbert Freij,M,SWE,1948,Summer,London,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Gold
Karl Gustav Herbert Freij,M,SWE,1952,Summer,Helsinki,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Silver
Karl Gustav Herbert Freij,M,SWE,1960,Summer,Roma,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Bronze
Maciej Freimut,M,POL,1992,Summer,Barcelona,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Silver
Jrg Freimuth,M,GDR,1980,Summer,Moskva,Athletics,Athletics Men's High Jump,Bronze
Dieter Freise,M,FRG,1972,Summer,Munich,Hockey,Hockey Men's Hockey,Gold
"Leonhard ""Leo"" Freisinger",M,USA,1936,Winter,Garmisch-Partenkirchen,Speed Skating,Speed Skating Men's 500 metres,Bronze
John W. Freitag,M,USA,1904,Summer,St. Louis,Rowing,Rowing Men's Coxless Fours,Bronze
Meike Freitag,F,GER,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
Meike Freitag,F,GER,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver
Meike Freitag,F,GER,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Bronze
Clinio Freitas,M,BRA,1988,Summer,Seoul,Sailing,Sailing Mixed Multihull,Bronze
"Santiago ""Santi"" Freixa Escude",M,ESP,2008,Summer,Beijing,Hockey,Hockey Men's Hockey,Silver
Peter Frenkel,M,GDR,1972,Summer,Munich,Athletics,Athletics Men's 20 kilometres Walk,Gold
Peter Frenkel,M,GDR,1976,Summer,Montreal,Athletics,Athletics Men's 20 kilometres Walk,Bronze
Antoaneta Nikolova Frenkeva,F,BUL,1988,Summer,Seoul,Swimming,Swimming Women's 100 metres Breaststroke,Silver
Antoaneta Nikolova Frenkeva,F,BUL,1988,Summer,Seoul,Swimming,Swimming Women's 200 metres Breaststroke,Bronze
Eric Frenzel,M,GER,2010,Winter,Vancouver,Nordic Combined,Nordic Combined Men's Team,Bronze
Eric Frenzel,M,GER,2014,Winter,Sochi,Nordic Combined,"Nordic Combined Men's Normal Hill / 10 km, Individual",Gold
Eric Frenzel,M,GER,2014,Winter,Sochi,Nordic Combined,Nordic Combined Men's Team,Silver
Henning Frenzel,M,GER,1964,Summer,Tokyo,Football,Football Men's Football,Bronze
Pietro Freschi,M,ITA,1928,Summer,Amsterdam,Rowing,Rowing Men's Coxless Fours,Bronze
Roland Freund,M,FRG,1984,Summer,Los Angeles,Water Polo,Water Polo Men's Water Polo,Bronze
Severin Freund,M,GER,2014,Winter,Sochi,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Gold
Konrad Frey,M,GER,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Individual All-Around,Bronze
Konrad Frey,M,GER,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Team All-Around,Gold
Konrad Frey,M,GER,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Floor Exercise,Bronze
Konrad Frey,M,GER,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Parallel Bars,Gold
Konrad Frey,M,GER,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Horizontal Bar,Silver
Konrad Frey,M,GER,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Pommelled Horse,Gold
Oszkr Frey,M,HUN,1976,Summer,Montreal,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Bronze
Oszkr Frey,M,HUN,1976,Summer,Montreal,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Bronze
Friedrich Wilhelm Werner Freyberg,M,GER,1928,Summer,Amsterdam,Hockey,Hockey Men's Hockey,Bronze
Sigismund Freyer,M,GER,1912,Summer,Stockholm,Equestrianism,"Equestrianism Men's Jumping, Team",Bronze
"Ivan ""Ivica"" Frgi",M,YUG,1976,Summer,Montreal,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",Silver
Sven Richard Friberg,M,SWE,1924,Summer,Paris,Football,Football Men's Football,Bronze
Johan Erik Friborg,M,SWE,1912,Summer,Stockholm,Cycling,"Cycling Men's Road Race, Team",Gold
Siegfried Fricke,M,FRG,1976,Summer,Montreal,Rowing,Rowing Men's Coxed Fours,Bronze
Knut Hilding Fridell,M,SWE,1936,Summer,Berlin,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Gold
"Kristmundur N. ""Chris"" Fridfinnson",M,CAN,1920,Summer,Antwerpen,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Gal Fridman,M,ISR,1996,Summer,Atlanta,Sailing,Sailing Men's Windsurfer,Bronze
Gal Fridman,M,ISR,2004,Summer,Athina,Sailing,Sailing Men's Windsurfer,Gold
Vitaly Valeryevich Fridzon,M,RUS,2012,Summer,London,Basketball,Basketball Men's Basketball,Bronze
Volker Fried,M,FRG,1984,Summer,Los Angeles,Hockey,Hockey Men's Hockey,Silver
Volker Fried,M,FRG,1988,Summer,Seoul,Hockey,Hockey Men's Hockey,Silver
Volker Fried,M,GER,1992,Summer,Barcelona,Hockey,Hockey Men's Hockey,Gold
Oscar Charles Friede,M,USA,1904,Summer,St. Louis,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Bronze
Tanja Frieden,F,SUI,2006,Winter,Torino,Snowboarding,Snowboarding Women's Boardercross,Gold
Heike Friedrich,F,GDR,1988,Summer,Seoul,Swimming,Swimming Women's 200 metres Freestyle,Gold
Heike Friedrich,F,GDR,1988,Summer,Seoul,Swimming,Swimming Women's 400 metres Freestyle,Silver
Heike Friedrich,F,GDR,1988,Summer,Seoul,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
Jrg Friedrich,M,GDR,1980,Summer,Moskva,Rowing,Rowing Men's Coxed Eights,Gold
Leopold Friedrich,M,AUT,1924,Summer,Paris,Weightlifting,Weightlifting Men's Light-Heavyweight,Bronze
Tadeusz Friedrich,M,POL,1928,Summer,Amsterdam,Fencing,"Fencing Men's Sabre, Team",Bronze
Tadeusz Friedrich,M,POL,1932,Summer,Los Angeles,Fencing,"Fencing Men's Sabre, Team",Bronze
"George Shelby ""Buddy"" Friedrichs, Jr.",M,USA,1968,Summer,Mexico City,Sailing,Sailing Mixed Three Person Keelboat,Gold
Johan Mohr Friele,M,NOR,1920,Summer,Antwerpen,Sailing,Sailing Mixed 12 metres,Gold
Hugo Morris Friend,M,USA,1906,Summer,Athina,Athletics,Athletics Men's Long Jump,Bronze
"Anna Christine ""Anni"" Friesinger-Postma",F,GER,1998,Winter,Nagano,Speed Skating,"Speed Skating Women's 3,000 metres",Bronze
"Anna Christine ""Anni"" Friesinger-Postma",F,GER,2002,Winter,Salt Lake City,Speed Skating,"Speed Skating Women's 1,500 metres",Gold
"Anna Christine ""Anni"" Friesinger-Postma",F,GER,2006,Winter,Torino,Speed Skating,"Speed Skating Women's 1,000 metres",Bronze
"Anna Christine ""Anni"" Friesinger-Postma",F,GER,2006,Winter,Torino,Speed Skating,Speed Skating Women's Team Pursuit (6 laps),Gold
"Anna Christine ""Anni"" Friesinger-Postma",F,GER,2010,Winter,Vancouver,Speed Skating,Speed Skating Women's Team Pursuit (6 laps),Gold
Ugo Frigerio,M,ITA,1920,Summer,Antwerpen,Athletics,"Athletics Men's 3,000 metres Walk",Gold
Ugo Frigerio,M,ITA,1920,Summer,Antwerpen,Athletics,Athletics Men's 10 kilometres Walk,Gold
Ugo Frigerio,M,ITA,1924,Summer,Paris,Athletics,Athletics Men's 10 kilometres Walk,Gold
Ugo Frigerio,M,ITA,1932,Summer,Los Angeles,Athletics,Athletics Men's 50 kilometres Walk,Bronze
Lotte Friis,F,DEN,2008,Summer,Beijing,Swimming,Swimming Women's 800 metres Freestyle,Bronze
Jaakko Johannes Friman,M,FIN,1928,Winter,Sankt Moritz,Speed Skating,Speed Skating Men's 500 metres,Bronze
"Oskar David ""Oskari"" Friman",M,FIN,1920,Summer,Antwerpen,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Gold
"Oskar David ""Oskari"" Friman",M,FIN,1924,Summer,Paris,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Gold
Rodica Frntu,F,ROU,1980,Summer,Moskva,Rowing,Rowing Women's Coxed Eights,Bronze
Thomas Frischknecht,M,SUI,1996,Summer,Atlanta,Cycling,"Cycling Men's Mountainbike, Cross-Country",Silver
Paul Franois Nicolas Fritsch,M,FRA,1920,Summer,Antwerpen,Boxing,Boxing Men's Featherweight,Gold
"Friedrich Wilhelm ""Fritz"" Braun",M,BRA,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,Bronze
Henning Fritz,M,GER,2004,Summer,Athina,Handball,Handball Men's Handball,Silver
Mary Frizzell (-Thomasson),F,CAN,1932,Summer,Los Angeles,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
Bjarni sgeir Fririksson,M,ISL,1984,Summer,Los Angeles,Judo,Judo Men's Half-Heavyweight,Bronze
Jan Frodeno,M,GER,2008,Summer,Beijing,Triathlon,Triathlon Men's Olympic Distance,Gold
Gottlieb Frhlich,M,SUI,1968,Summer,Mexico City,Rowing,Rowing Men's Coxed Fours,Bronze
Silvia Frhlich,F,GDR,1980,Summer,Moskva,Rowing,Rowing Women's Coxed Fours,Gold
Otto Froitzheim,M,GER,1908,Summer,London,Tennis,Tennis Men's Singles,Silver
Lars Arne Frlander,M,SWE,1992,Summer,Barcelona,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
Lars Arne Frlander,M,SWE,1996,Summer,Atlanta,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
